Student ID,Age,Gender,Home Region,Home City,Program ID,Program Main Category Code,Program Sub Category Code,Technology Type,Program Skill Level,Program Presentation Method,Program Start Date,Program End Date,Program Days,Completed Degree,Level of Education,Education Speaciality,College,University Degree Score,University Degree Score System,Employment Status,Job Type,Still Working,Y
8d2a15d3-55c1-4298-857c-0a9549b3c6be,23.0,ذكر,منطقة الرياض,الرياض,cbbba769-bb8f-43f2-a24d-8ac13a74caff,CAUF,CRDP,,مبتدئ,حضوري,2023-05-28,2023-06-01,5,نعم,البكالوريوس,Civil and Environmental engineering,,3.9,5.0,طالب,,,0
25150e01-63e7-46c6-aa82-1c6d60047ce5,29.0,أنثى,منطقة نجران,نجران,0a189924-a682-4deb-80c9-5525ebd2b9da,CAUF,SWPS,,,عن بعد,2022-12-04,2022-12-22,19,نعم,البكالوريوس,علوم الحاسب الالي,,4.07,5.0,خريج,,,0
4f96d5e1-ded2-45b6-89d0-959eb57af29c,22.0,ذكر,منطقة الرياض,الرياض,60494e5b-b20a-4440-ab75-0fd257748dcc,TOSL,,داعمة,متقدم,حضوري,2023-11-12,2023-12-14,33,نعم,البكالوريوس,الرياضيات التطبيقية,العلوم الطبيعية والرياضيات والإحصاء,3.97,5.0,غير موظف,دوام كامل,No,0
ba51e394-487c-4a98-ac3a-ac2d15540afa,30.0,ذكر,منطقة الرياض,الرياض,aee3a7b8-28ea-4b9d-963f-2f1413b81c04,PCRF,PCRF,,متوسط,حضوري,2023-08-20,2023-08-31,12,نعم,الماجستير,أمن المعلومات,,4.56,5.0,موظف,,,0
ad9a759e-710f-48c7-a055-8c4b7fb531a4,26.0,أنثى,منطقة الرياض,الرياض,2d5681bc-aa1c-4d85-bd5e-58f14bb9c317,INFA,INFA,,,حضوري,2022-12-18,2023-05-01,135,لا,البكالوريوس,نظم معلومات,,4.1,5.0,عمل حر,,,1
0bb6e639-33c0-459b-ad5d-302884889fec,30.0,ذكر,منطقة الرياض,الرياض,6912b706-121b-49c7-9b7b-c0c1dddd9fb4,TOSL,,,مبتدئ,حضوري,2023-03-19,2023-03-23,5,نعم,الماجستير,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,2.0,4.0,موظف,دوام كامل,Yes,0
36493613-95c6-487a-ae73-3d99549210f4,29.0,ذكر,منطقة الرياض,الرياض,b3c56c6d-dd46-4f26-93ee-c16e211aa3b9,PCRF,PCRF,داعمة,مبتدئ,حضوري,2023-08-27,2023-09-07,12,نعم,البكالوريوس,تقنية المعلومات,تكنولوجيا الاتصالات والمعلومات,3.0,5.0,موظف,دوام كامل,Yes,0
aa16247a-ddb0-4da5-b066-65ea5f15fd9a,29.0,ذكر,منطقة الرياض,الرياض,c49987af-b421-4b88-b36a-a0ec91d95aa3,GRST,INFA,تقليدية,متوسط,حضوري,2023-07-23,2023-07-27,5,نعم,البكالوريوس,شبكات الحاسب الآلي,تكنولوجيا الاتصالات والمعلومات,3.28,5.0,موظف,دوام كامل,Yes,0
d51fee63-eb88-480e-8220-36890a2e024b,25.0,أنثى,منطقة الرياض,الرياض,4ad7a7dc-abcf-43fa-b2e3-07095e083661,PCRF,PCRF,,متقدم,حضوري,2023-11-12,2023-11-16,5,نعم,البكالوريوس,علوم الحاسب,,3.49,5.0,عمل حر,,,0
215fabd5-3353-4bf8-9ed9-7dc35a57766f,24.0,أنثى,منطقة الرياض,الرياض,786daedd-7fb3-4c4f-9c24-e19768b39ece,APMR,,,متوسط,حضوري,2023-01-08,2023-03-07,59,لا,البكالوريوس,تقنية المعلومات,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,غير موظف,تدريب,No,0
0807fbcb-fc55-41b0-b903-711ac92a781c,24.0,أنثى,منطقة الرياض,الرياض,e6be9f1a-dffa-4662-a7d2-74a6e12ad4b2,CAUF,SWPS,داعمة,مبتدئ,حضوري,2022-11-06,2022-11-17,12,نعم,البكالوريوس,لغويات تطبيقية,,4.7,5.0,خريج,,,0
a04ea39c-c7db-45b6-8070-f6bfbe7a0d59,26.0,أنثى,منطقة المدينة المنورة,ينبع,355355c1-348f-42b9-b3dc-0820a3efa80f,CAUF,SWPS,,,حضوري,2022-10-09,2022-11-17,40,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,3.0,5.0,غير موظف,تدريب,No,0
984950c1-5ae8-4f6b-96be-be2e5b85631a,30.0,أنثى,منطقة الرياض,الرياض,9f691119-a59c-4051-a370-309619cf31dd,CAUF,SWPS,تقليدية,مبتدئ,حضوري,2023-04-02,2023-04-06,5,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,موظف,دوام كامل,Yes,0
8c42c3b4-28d4-4fbb-b384-bf3ffb8a7684,28.0,ذكر,منطقة الرياض,الرياض,d0f06377-196d-486c-bad8-15c04f8cdad3,PCRF,PCRF,ناشئة,مبتدئ,عن بعد,2023-08-06,2023-08-10,5,نعم,البكالوريوس,علوم حاسب,,2.65,5.0,موظف,,,0
7daafb3e-bf32-4787-b896-5592b28054d8,24.0,ذكر,منطقة الرياض,الرياض,e0189c33-e562-4d49-8b09-c1cc3f9781c9,INFA,INFA,تقليدية,متوسط,حضوري,2023-01-22,2023-02-02,12,نعم,الدكتوراه,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,5.0,5.0,موظف,دوام كامل,Yes,0
5e5c78ed-8517-4c7e-9df8-47af9cf24adf,20.0,أنثى,منطقة الرياض,الرياض,84878a26-c398-48e9-a5b2-2c6d8efaa550,CAUF,SWPS,,,حضوري,2022-11-20,2022-11-23,4,لا,البكالوريوس,تصميم منتجات,,4.45,5.0,طالب,,,1
7afa138f-4e33-46b8-bbf0-6cf2a282349c,27.0,ذكر,منطقة الرياض,الرياض,96dd2655-a3f3-4507-913e-ebfd2dd0f7a6,PCRF,PCRF,داعمة,مبتدئ,حضوري,2023-10-01,2023-10-12,12,نعم,الماجستير,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,80.0,100.0,موظف,دوام كامل,Yes,0
31dd299c-4441-4db1-a3a7-ba457b27cd99,25.0,ذكر,المنطقة الشرقية,حفر الباطن,f1836af7-20e4-4551-9571-68718889342f,CAUF,SWPS,تقليدية,متوسط,حضوري,2023-07-23,2023-09-14,54,نعم,البكالوريوس,computer science,,3.36,5.0,غير موظف,,,0
5f57c7ff-a041-45a7-84c0-517d563eb514,23.0,أنثى,منطقة المدينة المنورة,المدينة المنورة,dd948935-4e37-4454-81f2-13d75c10cd69,PCRF,PCRF,,,عن بعد,2023-04-02,2023-04-06,5,لا,الدكتوراه,تاريخ اسلامي,,4.84,5.0,خريج,,,1
8413d20c-e6ab-41c7-9e99-6ffa26fcffd5,20.0,أنثى,المنطقة الشرقية,الهفوف,ce3562c8-8d27-4ffb-8dfc-e1dd4527b32a,PCRF,PCRF,تقليدية,مبتدئ,عن بعد,2023-01-15,2023-01-19,5,لا,ثانوي,,,100.0,100.0,طالب,,,1
9d0bc4ce-7137-4f3c-b19a-b088b54f2c6a,23.0,أنثى,منطقة الرياض,الرياض,580f44fe-6cce-41f2-b890-17bae1553aae,CAUF,,,مبتدئ,عن بعد,2023-03-19,2023-03-23,5,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,4.55,5.0,غير موظف,تدريب,No,0
5806cecd-3866-4a30-98a6-0498210775aa,28.0,ذكر,منطقة الرياض,الرياض,c49987af-b421-4b88-b36a-a0ec91d95aa3,GRST,INFA,تقليدية,متوسط,حضوري,2023-07-23,2023-07-27,5,نعم,البكالوريوس,هندسة شبكات,,3.9,5.0,موظف,,,0
8d06051e-8a66-4654-bbce-20fd2353a837,42.0,أنثى,منطقة الرياض,الرياض,8f595e68-1027-462b-85fd-bac14b4f7b70,CAUF,SWPS,,,حضوري,2023-10-08,2023-10-12,5,نعم,البكالوريوس,تطبيقات الحاسب الالي,,4.22,5.0,موظف,,,0
d160dc7d-6e02-4271-9560-9d04baf0917f,31.0,ذكر,منطقة الرياض,الرياض,a5a9e969-2d2d-4a17-a8e9-b1589d970847,CAUF,SWPS,,,حضوري,2022-12-11,2022-12-22,12,نعم,البكالوريوس,تقنية المعلومات,تكنولوجيا الاتصالات والمعلومات,2.0,4.0,موظف,دوام كامل,Yes,0
4fc34720-7c4c-4ac5-b9bc-257568657330,23.0,ذكر,منطقة القصيم,بريدة,ee1206d8-ea7a-492e-af9d-24d6f4039e18,PCRF,PCRF,ناشئة,مبتدئ,حضوري,2023-04-02,2023-04-06,5,نعم,البكالوريوس,هندسة كهربائية,,4.12,5.0,خريج,,,0
22692b36-b3b1-4193-bc1e-d39c8953fd2c,27.0,ذكر,منطقة الرياض,الرياض,ec39b045-a8a4-4ae6-bc4b-c108c9562904,PCRF,PCRF,تقليدية,متوسط,حضوري,2022-11-20,2022-12-01,12,نعم,البكالوريوس,تقنية المعلومات,تكنولوجيا الاتصالات والمعلومات,3.52,4.0,موظف,دوام كامل,Yes,0
08082ce8-49b1-41ff-ba2d-3f607ea402a3,20.0,أنثى,منطقة الرياض,الرياض,4185c029-c93a-49d0-87c3-fcede7b57048,CAUF,,,مبتدئ,حضوري,2023-01-08,2023-01-12,5,نعم,البكالوريوس,Software engineering,,5.0,5.0,طالب,,,0
8ec460c1-110e-46be-92eb-eb8920054795,31.0,أنثى,منطقة مكة المكرمة,مكة المكرمة,ce3562c8-8d27-4ffb-8dfc-e1dd4527b32a,PCRF,PCRF,تقليدية,مبتدئ,عن بعد,2023-01-15,2023-01-19,5,لا,البكالوريوس,تاريخ,,2.88,4.0,عمل حر,,,1
f19c158e-fe6b-4281-86d9-ab5e7168467f,39.0,أنثى,منطقة الرياض,الرياض,1fb68d0e-0fc7-4178-9911-2ee82feed9c7,PCRF,PCRF,تقليدية,متقدم,حضوري,2024-01-07,2024-01-11,5,نعم,الدبلوم,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,4.92,5.0,غير موظف,دوام كامل,No,0
77c08899-820d-4b60-926e-cf206d17b72e,35.0,أنثى,منطقة تبوك,تبوك,ce3562c8-8d27-4ffb-8dfc-e1dd4527b32a,PCRF,PCRF,تقليدية,مبتدئ,عن بعد,2023-01-15,2023-01-19,5,لا,البكالوريوس,علوم حاسب آلي,,4.11,5.0,غير موظف,,,1
5256295b-4d26-4da7-80e5-f5e1b9828a84,38.0,ذكر,منطقة الرياض,الرياض,55a8f0c7-7fdc-4574-9828-44e5979f7c78,PCRF,PCRF,تقليدية,متقدم,حضوري,2023-05-28,2023-06-01,5,نعم,البكالوريوس,شبكات الحاسب,,4.65,5.0,موظف,,,0
f3fb2344-c9b8-43cd-9c98-428adda9afa7,29.0,أنثى,منطقة مكة المكرمة,العاصمة المقدسة,899795e1-7bf3-46d0-a58e-824d4033f6da,PCRF,PCRF,تقليدية,متوسط,عن بعد,2023-05-14,2023-11-02,173,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,4.0,4.0,طالب,تدريب,No,1
3596cf29-2e16-4d30-a6d0-765cbd8cac92,22.0,أنثى,منطقة الرياض,الرياض,a2361bd7-8d8a-465c-a552-fcfcde587f0a,CAUF,,,مبتدئ,حضوري,2023-03-05,2023-03-09,5,نعم,ثانوي,,,96.0,100.0,طالب,,,0
9eca28ea-6ce5-492e-aae3-62e4bec8f6a1,33.0,ذكر,منطقة الرياض,الرياض,2fae1242-c8be-49f1-99bb-01f6edb0b464,PCRF,PCRF,,,حضوري,2023-07-16,2023-07-27,12,نعم,البكالوريوس,شبكات الحاسب الآلي,تكنولوجيا الاتصالات والمعلومات,3.0,5.0,غير موظف,دوام كامل,No,0
0e4069d2-fe70-47cb-8de5-d01b82f084a3,32.0,أنثى,منطقة الرياض,الرياض,aee3a7b8-28ea-4b9d-963f-2f1413b81c04,PCRF,PCRF,,متوسط,عن بعد,2023-07-23,2023-08-03,12,نعم,الماجستير,هندسة البرمجيات,,3.6,4.0,موظف,,,0
6f729fce-2336-4dad-a73e-5c41467483a4,24.0,أنثى,منطقة الرياض,الرياض,d710aa58-f37b-4dfe-8321-80c30c833c7c,CAUF,SWPS,تقليدية,متوسط,حضوري,2023-03-05,2023-03-16,12,نعم,البكالوريوس,نظم المعلومات,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,غير موظف,دوام كامل,No,0
4fea0fef-681b-494a-bee9-d815a5659dc2,28.0,ذكر,منطقة الرياض,الرياض,2ec15f6b-233b-428a-b9f5-e40bc8d14cf9,TOSL,TOSL,,,حضوري,2023-07-23,2023-08-24,33,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,3.0,5.0,موظف,دوام كامل,Yes,0
badecb85-57f5-4d46-8b39-e758404ebaeb,24.0,ذكر,منطقة الرياض,الرياض,2ec15f6b-233b-428a-b9f5-e40bc8d14cf9,TOSL,TOSL,,,حضوري,2023-09-17,2023-10-19,33,لا,البكالوريوس,نظم معلومات حاسوبيه-قواعد بيانات,,4.24,5.0,خريج,,,1
ff2090bc-d2de-4350-a5cb-7b6e36c2b3fd,20.0,أنثى,منطقة الرياض,الرياض,84878a26-c398-48e9-a5b2-2c6d8efaa550,CAUF,SWPS,,,حضوري,2022-11-20,2022-11-23,4,نعم,البكالوريوس,product design,,4.42,5.0,طالب,,,0
9e38fa97-a6e9-4b39-8174-b0640773c25f,24.0,ذكر,منطقة الرياض,الرياض,cf7e3c98-fc01-4604-ada5-1e899444aabf,CAUF,SWPS,تقليدية,متوسط,حضوري,2023-05-28,2023-06-22,26,نعم,البكالوريوس,علوم حاسب,,3.42,5.0,موظف,,,0
ebf00843-1285-48d6-8b75-036e860e061a,23.0,أنثى,المنطقة الشرقية,الهفوف,f1836af7-20e4-4551-9571-68718889342f,CAUF,SWPS,تقليدية,متوسط,حضوري,2023-07-23,2023-09-14,54,نعم,البكالوريوس,management information system,,4.1,5.0,خريج,,,0
973e4b2f-76f3-431b-a731-470da695cf27,23.0,ذكر,منطقة الرياض,الرياض,bdbae121-0a6e-47b7-ab0a-7b94fb450bc2,CAUF,SWPS,,,حضوري,2023-04-30,2023-06-22,54,نعم,البكالوريوس,علوم حاسب,,4.02,5.0,غير موظف,,,0
34203183-ef25-4ca1-a91f-378ed5e79cfe,27.0,ذكر,منطقة الرياض,الرياض,549a26f0-c3f0-44b9-bb42-29dfe506cfbd,APMR,KLTM,ناشئة,متوسط,حضوري,2023-05-21,2023-06-15,26,نعم,البكالوريوس,ENGINEER IN MARINE TECHNOLOGY,,3.3,4.0,موظف,,,0
78168090-a658-44a1-aaaa-7d540f2f5939,24.0,أنثى,المنطقة الشرقية,الأحساء,baded5ce-f707-45c8-84af-195829376404,CAUF,SWPS,,,عن بعد,2023-08-06,2023-08-31,26,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,3.75,5.0,غير موظف,تطوع,No,0
86f56470-5c84-4074-ad92-750c20fdb59b,26.0,أنثى,منطقة الرياض,الرياض,3ec67853-6b57-48cc-9bc6-956e286a7c65,CAUF,ERST,تقليدية,متوسط,حضوري,2023-04-02,2023-04-06,5,نعم,البكالوريوس,علوم حاسب,,2.91,5.0,موظف,,,0
350ae730-7939-4b18-86a7-fe60feb17023,35.0,ذكر,منطقة الرياض,الرياض,d0f06377-196d-486c-bad8-15c04f8cdad3,PCRF,PCRF,ناشئة,مبتدئ,عن بعد,2023-08-06,2023-08-10,5,نعم,البكالوريوس,الهندسة الكهربائية,الهندسة والتصنيع والبناء,3.0,4.0,موظف,دوام كامل,Yes,0
119c3d90-4a3a-4d4b-bab9-69023cdcebf1,23.0,أنثى,منطقة الرياض,الرياض,451d680f-e067-41c0-a998-6b3da3963bca,CAUF,SWPS,تقليدية,متوسط,عن بعد,2023-10-08,2023-10-12,5,نعم,البكالوريوس,نظم المعلومات الإدارية,الأعمال والإدارة والقانون,4.0,5.0,موظف,تدريب,Yes,1
2b3aeccf-10a6-4b02-8bc8-9cf3cc9bb420,24.0,ذكر,المنطقة الشرقية,الجبيل,fc4f3306-9a9a-4577-8262-2861edf5d3cb,CAUF,SWPS,تقليدية,مبتدئ,عن بعد,2022-09-11,2022-09-15,5,نعم,البكالوريوس,تقنية المعلومات,تكنولوجيا الاتصالات والمعلومات,3.0,4.0,موظف,دوام كامل,Yes,0
a231b092-1c6a-4c9c-9583-083368177f4f,27.0,أنثى,منطقة الحدود الشمالية,عرعر,0a189924-a682-4deb-80c9-5525ebd2b9da,CAUF,SWPS,,,عن بعد,2022-12-04,2022-12-22,19,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,4.79,5.0,,,,0
001a2d9a-54ee-4ae9-91b4-d6fe03c98ce0,29.0,ذكر,منطقة الرياض,الرياض,e94942dd-8684-4746-97ae-df567b9b0a4a,PCRF,PCRF,,مبتدئ,حضوري,2023-05-14,2023-05-25,12,لا,البكالوريوس,هندسة الكترونيات,,3.82,5.0,موظف,,,1
6a5cb1fa-c61c-4010-aa26-17ae7698ad54,25.0,ذكر,منطقة عسير,أبها,c8b4f6d3-7705-4373-b2e0-a110f416e893,CAUF,SWPS,,,عن بعد,2022-07-31,2022-09-22,54,لا,البكالوريوس,Information System,,3.6,5.0,موظف,,,1
76cb81cc-a998-48c5-8c6a-f2bf2136d443,20.0,ذكر,منطقة مكة المكرمة,جدة,451d680f-e067-41c0-a998-6b3da3963bca,CAUF,SWPS,تقليدية,متوسط,عن بعد,2023-10-08,2023-10-12,5,نعم,ثانوي,,,0.0,5.0,طالب,دوام كامل,No,0
f2d148ce-035e-4ffe-b071-4331b380ffba,22.0,أنثى,منطقة الرياض,الرياض,ab263106-20a8-42aa-9626-278e62ae3a49,CAUF,SWPS,تقليدية,متقدم,حضوري,2023-10-15,2023-10-19,5,لا,البكالوريوس,نظم المعلومات الحاسوبية,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,,,,1
65a275d6-f0a3-4035-98eb-56f72beeea8f,28.0,ذكر,منطقة الرياض,الرياض,ce173b66-cd22-4a7a-9cb5-c872f6942f50,PCRF,PCRF,,,حضوري,2023-07-23,2023-07-27,5,لا,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,4.2,5.0,موظف,دوام كامل,Yes,0
7ac5264f-4769-4493-b097-84a9e80b7495,25.0,أنثى,منطقة الرياض,الرياض,5bc0a5dc-023b-42f1-b93a-852605abdbc9,CAUF,SWPS,تقليدية,مبتدئ,عن بعد,2023-02-19,2023-02-21,3,نعم,البكالوريوس,الفيزياء,العلوم الطبيعية والرياضيات والإحصاء,4.0,5.0,غير موظف,تدريب,No,0
81812785-5dfb-439e-bf13-098296ee7ea0,24.0,أنثى,منطقة الرياض,الرياض,2ec15f6b-233b-428a-b9f5-e40bc8d14cf9,TOSL,TOSL,,,حضوري,2023-09-17,2023-10-19,33,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,غير موظف,تدريب,No,0
a49565f5-7065-4d80-b633-11d498af8c17,26.0,أنثى,منطقة الرياض,الرياض,0a189924-a682-4deb-80c9-5525ebd2b9da,CAUF,SWPS,,,عن بعد,2022-12-04,2022-12-22,19,نعم,البكالوريوس,نظم معلومات حاسوبية,,4.6,5.0,خريج,,,0
fdb77c3a-6063-499a-ab12-00d070b1f0be,30.0,أنثى,منطقة الرياض,الرياض,0d12d5ef-7965-4a0d-a18c-7cc826c4f971,APMR,SRTA,داعمة,مبتدئ,حضوري,2022-11-27,2022-12-01,5,لا,البكالوريوس,نظم معلومات حاسوبية,,4.75,5.0,موظف,,,1
2c60286f-2084-4065-a3f9-4f6d5a6163ae,37.0,ذكر,منطقة الرياض,الرياض,f166679b-c2b6-4a12-823c-4db899d1e94a,ABIR,INFA,,متقدم,حضوري,2023-06-11,2023-06-22,12,نعم,البكالوريوس,تقنية المعلومات,,2.0,4.0,موظف,,,0
0f95941b-9311-4827-ab00-4b1973d36ab6,23.0,ذكر,منطقة مكة المكرمة,جدة,8d7f7985-b199-4712-9dfd-32f5e4a8eb85,INFA,INFA,تقليدية,مبتدئ,عن بعد,2023-03-05,2023-03-09,5,نعم,البكالوريوس,تقنية المعلومات,تكنولوجيا الاتصالات والمعلومات,4.33,5.0,غير موظف,تدريب,No,0
