Student ID,PCRF,GRST,CAUF,INFA,ABIR,SERU,TOSL,APMR,DTFH,QWLM,N/A,Total Regestration
0138d8c2-aa5f-4910-8b38-42172fc8f2d5,0,0,3,0,0,0,0,0,0,0,0,3
014af20e-3b64-4abb-ac32-452fd3879b08,0,0,3,0,0,1,0,1,0,0,0,5
0151a4e5-113e-40bc-92e7-c54fdb84d8af,2,1,3,1,0,0,0,1,0,0,0,8
01526891-60b6-4a35-bcc8-945be4ccaa58,4,0,3,2,0,0,0,10,0,0,0,19
015ee441-76ba-42b6-a28f-8496fe9a49f1,1,0,0,1,0,0,0,0,0,0,0,2
016a6702-82d3-4411-bc44-5e5eef060b5c,0,0,2,0,0,0,0,2,0,0,3,7
0170f60c-9d79-4a70-8e5c-36c69928f9b3,0,0,2,0,0,0,0,0,0,0,0,2
0184d6da-ea75-43d8-a1d3-2ac400c25039,0,0,2,0,0,0,0,0,0,0,0,2
0188be6d-a1ef-49ac-acad-c63a196d970b,0,0,1,0,0,0,0,0,0,0,1,2
018fba87-6596-45b6-af02-cb922b8b2a21,0,0,1,0,0,0,0,1,0,0,0,2
0199e322-e968-4637-8fee-5cc622c3adcc,1,1,2,1,0,0,0,5,0,0,0,10
019e6eea-a941-4598-87f0-add9efe832d5,0,0,2,0,0,0,0,0,0,0,2,4
01b810b1-6715-4018-8aba-2e0bbe571c85,0,0,3,0,0,0,0,0,0,0,0,3
01ba908a-1705-43c7-886d-e6969c526c16,4,0,3,0,0,0,0,3,0,0,0,10
01c66d26-df0c-4a31-82d4-a8fe08216c89,13,1,3,2,0,0,0,2,0,0,9,30
01c8e87f-1046-460e-9181-b4c706e3e62c,2,2,0,0,0,0,0,0,0,0,0,4
01cbaea5-85d4-4b79-80ea-78cb48e10362,0,1,1,0,0,0,0,0,0,0,0,2
01dddd50-d280-49c8-ba14-cba39e69b52c,9,1,0,0,1,0,0,0,0,0,0,11
01e0b3c3-51ab-44f3-8179-1f1dabff3671,6,0,0,1,0,0,0,0,0,0,0,7
01e35aee-4d7f-4bef-9ac1-0e817a4107f8,1,1,0,0,0,0,0,0,0,0,0,2
01f74726-d54b-4fbd-986f-5fa6f635077e,2,0,6,4,0,0,0,3,0,0,0,15
01f90618-2cfb-4371-bb4e-9dc2f9508d4c,0,0,1,1,0,0,0,0,0,0,1,3
0208473b-80d8-4fea-909b-bce6b297e142,0,0,1,0,0,0,0,1,0,0,0,2
021d72d0-921e-432a-a07f-199580e2de8b,0,0,7,0,0,0,0,0,0,0,0,7
0221de2d-a216-4e39-9a82-97293e2d188c,1,0,0,0,0,0,0,0,0,0,0,1
02380b4e-7b3d-4319-a151-8852d0ef15d7,0,1,0,0,0,0,0,0,0,0,0,1
023f77b4-1136-4049-890c-2ad8128db5ba,2,1,1,4,0,0,0,0,0,0,2,10
0260fb36-ee68-45a4-a5d9-a9a48e272ca4,0,0,0,0,0,0,0,0,0,0,3,3
026169d9-6052-4d50-805b-7a52f15d5384,0,0,1,1,0,0,0,2,0,0,0,4
02634d36-0b84-4b4a-878b-389f76641e77,0,0,4,0,0,0,0,0,0,0,3,7
026a6e66-44e7-4e50-a6e0-0e1ff682c3b9,0,0,3,0,0,0,0,0,0,0,0,3
02722b43-09e4-4a7d-8ffc-3e66062995bd,0,0,0,0,0,0,0,0,0,0,3,3
0274d7d4-058d-424e-85a3-8693f5ef711a,1,0,3,0,0,0,0,1,0,0,0,5
02770651-6927-4230-b054-31e87d6ddd33,2,0,3,2,0,0,0,3,0,0,4,14
027dd2ba-f4e2-4bff-aa0d-67c5444c4e32,5,3,9,1,0,0,0,1,0,0,15,34
028978f2-7d64-457e-aa94-325dbafe1c3d,0,1,1,0,0,0,0,1,0,0,5,8
028d2fd6-7dc2-4fb6-a02f-ad76811efae9,0,2,0,2,0,0,0,2,0,0,0,6
02ae472a-3594-402f-9fe5-35ed95aa50f0,5,0,1,2,0,0,0,0,0,0,3,11
02af2525-fdd2-4e68-b0d6-733551284e8a,0,0,0,1,0,0,0,0,0,0,0,1
02b0811e-7373-4e01-a711-ee8110cf44e8,0,3,1,0,0,0,0,1,0,0,1,6
02c58956-0f80-4db2-80a3-e0c139fb6eb0,0,0,0,0,0,0,0,0,0,0,1,1
02e75876-d095-496e-af79-4907bfc7b9b2,1,0,1,0,0,1,0,1,0,0,2,6
030202e6-936d-4418-b43f-6e7675a26ac2,2,0,4,4,0,0,0,0,0,0,0,10
0304ce8b-0eb0-47be-ba36-2efd22837ecd,2,0,2,1,0,0,0,1,0,0,0,6
030e56cf-df1d-4771-974b-cc9b9b8025f3,2,0,4,0,0,0,0,0,0,0,1,7
031995ea-96bd-40d8-a165-2dc5168965f2,0,0,0,0,0,0,0,0,0,0,9,9
03648ee7-e097-4f35-843e-76259492948f,0,0,0,0,0,0,0,0,0,0,4,4
036dd241-5bd5-41d4-89e4-22e14f4e521a,0,0,1,0,0,0,0,0,0,0,0,1
039c9d5d-88a5-4875-a738-e5dec0f5d059,1,0,3,0,0,0,0,0,0,0,0,4
03a8fd97-b7b3-4996-a86f-d1b1cbd8fe42,0,0,1,0,0,0,0,0,0,0,27,28
03c1ffc3-d4d5-4a45-8610-be1caa2d3c71,1,0,0,0,0,0,0,0,0,0,1,2
03f7e9b0-a67c-4da9-b3a1-a07b53373080,0,0,2,3,0,0,0,1,0,0,0,6
03fb5ad5-55b3-4064-b8df-313bec5b2b10,0,0,1,0,0,1,0,1,0,0,0,3
03ffd073-db2e-4ad8-aec2-add04cc6dfa5,0,0,0,0,0,0,0,0,0,0,3,3
0403058a-3437-48c5-8735-ecc61e7f677c,0,1,0,0,0,0,0,0,0,0,1,2
04167051-be71-4d24-abfd-d23e2dc07333,0,0,1,0,0,0,0,0,0,0,0,1
0416bc8d-2028-41cd-a538-5b8605654a35,1,0,0,0,0,0,0,1,0,0,1,3
0427b4b4-3c29-491c-8a2e-5208265151f5,0,0,0,6,0,0,0,0,0,0,2,8
042e8c7f-62fa-4a24-bb38-8bbd1fbe00fc,0,0,1,0,0,0,0,0,0,0,0,1
043c4589-a714-4ff2-9464-9c966a27358f,0,0,4,0,0,0,0,2,0,0,0,6
0455c5c4-8481-4615-8bf0-d7c46d6c205c,0,0,1,0,0,0,0,1,0,0,1,3
045bd5ee-21a0-4a61-9975-23a4a2753c30,1,0,3,4,0,0,0,0,0,0,0,8
046f639f-f30d-4c14-8a8a-ff08cb743a91,0,0,0,0,0,0,0,2,0,0,0,2
047cefaa-8ead-45be-9c2d-a50301592498,1,0,1,1,0,0,0,0,0,0,0,3
04832cd6-154a-4511-8d5f-02af0a6e32ea,0,0,2,0,0,0,0,0,0,0,0,2
0484762c-2f1e-45cf-b411-0828e753d048,1,1,7,6,0,0,0,3,1,0,0,19
048c84b3-210a-4785-8f9e-257a36289dff,0,0,6,0,0,0,0,0,0,0,0,6
0496fc1b-1c7e-4333-8ccf-b1675a55f90c,0,0,1,0,0,0,0,0,0,0,0,1
04b32a9a-af68-456a-814b-04472fb1548b,1,0,2,1,0,0,0,0,0,0,8,12
04baa548-7f31-45c1-af37-0a6e3a6b66b4,5,0,4,1,0,0,0,3,0,1,5,19
04bd8a03-a8e3-4e05-b4ae-14e715348031,0,0,1,0,0,0,0,0,0,0,3,4
04c9b320-bf14-4eaa-9624-f2a0ad850ff3,1,1,0,2,0,0,0,0,0,0,0,4
04cd7826-98aa-4506-bcba-283dcf47341f,0,0,1,0,0,0,0,0,0,0,2,3
04cee257-212d-430d-b2ee-3acebc5a86f9,1,0,4,0,0,1,0,4,0,0,7,17
04e1ca6f-ba0b-409f-bb51-a4d57868f0c0,3,0,4,1,0,0,0,3,0,0,2,13
04e9beb3-bcc5-407c-bdaa-695ec9285cb6,2,0,1,0,0,1,0,3,0,0,0,7
04f31e93-62a8-4234-9377-8450579b7186,8,0,2,4,0,0,0,0,0,0,0,14
04f8b36b-da95-4b3a-8e7b-f78f98e088f0,0,0,1,0,0,0,0,1,0,0,0,2
04f9f832-f175-48b7-8be0-9ee12307f61c,0,0,1,1,0,0,0,0,0,0,0,2
04fea169-2b6b-4193-9b06-7b7374e7f171,8,1,15,1,1,0,0,2,0,0,4,32
0511617b-b553-41f9-95a7-b97a63585259,3,0,0,1,0,0,0,0,0,0,0,4
05140de1-af36-48a8-9d9f-d7929aee5f05,1,0,3,1,0,0,0,0,0,0,1,6
051c48c1-561f-4a18-97dc-58351078457b,1,0,1,0,0,1,0,1,0,0,0,4
05202939-4f4c-43f3-b3d7-cca4644bf7ac,0,2,7,0,0,0,0,3,0,0,1,13
0526d342-1e4e-4857-8e4d-21f5463dc92e,3,0,2,1,0,0,0,3,0,0,0,9
052c3354-1ead-4b7d-a222-ee956a746955,3,0,0,0,0,0,0,0,0,0,0,3
0534d9af-f22e-44b2-941c-8a3178f7a8da,0,0,13,2,0,0,0,1,0,0,0,16
05450431-373c-42bb-bda6-4f205415cc01,5,0,0,0,0,0,0,1,0,0,5,11
05573981-ed9b-4624-90cf-31afbbd4b2eb,7,0,1,0,0,0,0,0,0,0,8,16
056453f1-cc25-4339-b790-8eceac6bed54,0,1,7,2,0,0,0,0,0,0,5,15
05666fb2-2fda-4b4b-9cc1-64846b453be0,0,0,5,1,0,0,0,1,0,0,0,7
0589869b-121b-4d0e-9ffb-b98f1a98bc8f,0,0,0,0,0,0,0,0,0,0,0,1
0599d409-876b-41a5-af05-749ef0e77d32,3,0,6,0,0,1,0,4,0,0,1,15
059afdb5-cad3-4493-9c88-01a983b85273,3,0,0,1,0,0,0,1,0,0,0,5
05a96e82-dd50-498c-8c35-06374d3322ee,2,0,2,1,0,0,0,1,0,0,13,19
05afda7e-066d-4675-a5c6-f3331aed8bcd,2,0,1,1,0,0,0,2,0,0,5,11
05b0497c-cfef-4090-bece-c8e049493208,0,0,3,0,0,0,0,2,0,0,0,5
05ccfb33-9803-4c77-b5e4-1f1c8b15070f,0,0,2,0,0,0,0,2,0,0,17,21
05e34282-e0d0-42c3-875e-957f45edb2d9,0,0,1,0,0,0,0,5,0,0,0,6
05f547b9-a433-4cc3-873f-3b5fe7177f1d,2,0,0,0,0,0,0,3,0,0,0,5
0609b32a-f770-4362-829d-a81401d5b4c2,1,1,3,0,0,0,0,2,0,0,0,7
061af089-f617-4ee4-b018-780a1529ae7d,0,0,0,0,0,0,0,1,0,0,0,1
06256f42-10f3-418a-bf06-d1143470fe95,0,0,2,0,0,0,0,1,0,0,0,3
06258ffb-b8e1-4160-8749-2854a17529da,0,0,0,0,0,0,0,4,0,0,0,4
06264352-1ce1-4036-a221-018ac702c8c5,1,0,0,0,0,0,0,0,0,0,0,1
0638df54-b075-412a-a57d-5ede26f8913d,1,0,0,0,0,0,0,2,0,0,1,4
063b5ddd-549b-4e2a-8aef-5e40864ede40,3,0,0,4,0,1,0,4,0,0,6,18
06406e4c-bffc-495e-94ab-49a5f563886d,0,0,0,0,0,1,0,5,0,0,0,6
065ca3bc-b937-4e99-bf40-491c7da040da,0,0,0,0,0,0,0,0,0,0,0,1
06620b4f-ed48-495b-b981-e7c49c79a832,0,0,4,0,0,0,0,0,0,0,1,5
0677a19a-2e90-4e4f-b7b4-5913a6fba87c,0,0,0,0,0,0,0,1,0,0,0,1
0692b136-c480-402e-b7f7-42605027962b,2,0,0,0,0,0,0,0,0,0,0,2
06a0928b-7b87-4672-8476-ee0c19915467,0,0,1,0,0,0,0,1,0,0,0,2
06a6f87c-e5b7-4c85-97a8-11f8e6779833,3,1,6,1,1,1,0,6,0,0,5,24
06b26e53-9ba1-490a-951b-740b94f43b95,9,0,0,5,0,0,0,0,0,0,0,14
06b755dd-14fe-4665-8239-a77ca51dfdf3,2,0,5,1,0,0,0,0,0,1,0,9
06b8b695-ea86-4ddc-aab9-a77f5200be68,0,0,1,0,0,0,0,1,0,0,0,2
06b9b3a9-3693-4f70-bee2-20165fb5f0b2,0,0,3,0,0,0,0,1,0,0,0,4
06c61d75-f36f-41e0-85f2-3cb32d682710,0,0,0,0,0,0,0,0,0,0,0,1
06d33f44-45b1-4b59-8b2c-ab05db0d7103,1,2,17,7,0,0,0,3,0,0,0,30
06d869f0-9f81-423e-9a0c-486176c43107,2,1,1,0,0,0,0,0,0,0,8,12
06ddece5-553b-4c22-9287-be9e6d1d3e66,3,0,8,0,0,0,0,6,0,0,1,18
06f61722-b58e-4a46-9835-b9cf6d46ca3f,0,0,2,0,0,0,0,0,0,0,0,2
06f9b50e-715b-4f66-9e02-f970af16f2d1,6,1,16,1,0,0,0,1,0,0,0,25
070bd72d-2c23-41a2-acda-87dc42d2e94e,0,0,1,0,0,0,0,0,0,0,0,1
0711c20d-8a8f-41bf-a889-2b9efcc26e55,1,0,3,0,0,0,0,0,0,0,1,5
0714e216-87fe-4bdb-8f13-800d1c188ba0,0,0,0,1,0,0,0,0,0,0,0,1
071f2145-de8b-4bf6-af43-d44a7952e3eb,0,0,1,0,0,0,0,0,0,0,0,1
071fe95f-7477-4ef2-936d-a6c217fee61a,0,0,0,0,0,0,0,0,0,0,0,1
07262bb2-9484-4b69-8919-03c9a9ec1505,0,0,1,1,0,0,0,0,0,0,1,3
072bafb0-4471-4c3b-bf10-2be0ecaa840f,1,0,1,0,0,0,0,0,0,0,0,2
073186b8-a7e5-4b67-8e45-24536760ee37,0,0,1,0,0,0,0,3,0,0,0,4
0738d595-e52f-4235-96b8-86aaeaaa9604,5,0,0,2,0,0,0,0,0,0,0,7
0743939d-30a3-4231-bb29-8c194f4bc404,1,1,2,3,0,0,0,0,0,0,0,7
0745249e-cf0e-47ae-97f5-f8dceb4cc564,2,2,2,7,0,0,0,0,0,0,0,13
07635383-2679-49e4-a6ff-2ca71139d17a,6,0,3,6,0,0,0,1,0,0,1,17
077edd48-69c5-4f04-9b78-a6a9f9157189,7,0,1,0,0,0,0,0,0,0,0,8
0780a154-2136-4ae2-a3fe-4a080b01c389,1,2,1,2,0,0,0,10,0,0,0,16
0782a094-6656-4d48-b530-4e30ab094ddf,0,0,4,0,0,0,0,2,0,0,0,6
079787e2-a89e-4a5b-94a1-1afad52e8c8e,0,0,4,2,0,0,0,3,1,0,7,17
07a9508d-a576-4fd5-9bae-1f1428994efc,0,0,1,0,0,0,0,0,0,0,0,1
07b27e41-88b7-4e91-b4dd-906be94361f9,2,1,0,1,0,0,0,2,0,0,3,9
07c093da-3063-4ee1-b7b9-d43c5ecdb3c1,14,0,1,3,0,0,0,0,0,0,0,18
07c96b21-b1dd-4d08-b3ad-9c98fbd90170,0,0,1,0,0,0,0,0,0,0,0,1
07cde475-1342-4683-9f02-d14066b2f8a2,0,0,1,0,0,0,0,0,0,0,0,1
07d0b137-7c0c-4a13-b7ab-c4af65ecdff7,3,0,1,0,0,0,0,1,0,0,0,5
07d4eb6a-baec-4f57-b2d0-c9c3b344a437,0,0,0,0,0,0,0,2,0,0,0,2
07d70776-77e1-4452-9fd9-4177aae95c2b,5,0,2,2,0,0,0,2,0,0,0,11
07dad5f4-025e-4722-8b74-526defd7d505,0,0,5,2,0,0,0,1,0,0,0,8
07e1e4f4-9473-46be-a842-54c0b2f07466,0,0,1,0,0,0,0,0,0,0,0,1
07e320b8-115b-4197-9228-969acccd2659,0,0,1,0,0,0,0,1,0,0,1,3
07ece74e-5618-4e56-aafd-46a7520f1636,0,1,4,0,0,0,0,1,0,0,1,7
07efc555-2b92-4a62-a56c-f80507aab949,1,0,2,0,0,0,0,1,0,0,0,4
07f0c8c6-80ce-4206-b2ec-9d13f5cffcaa,0,0,1,0,0,0,0,0,0,0,1,2
07f66923-2ed9-4875-8dc5-dd0d7a08d5e0,0,2,0,3,0,0,0,4,0,1,0,10
0807fbcb-fc55-41b0-b903-711ac92a781c,0,0,1,0,0,0,0,0,0,0,0,1
08082ce8-49b1-41ff-ba2d-3f607ea402a3,0,0,11,2,0,0,0,3,0,0,0,16
0809fe2b-7693-435e-9aab-0bc25d38e6e5,0,1,8,3,0,0,0,4,0,0,2,18
08122c71-2931-4e3c-bbb6-276393443db9,6,0,0,0,1,0,0,1,0,0,1,9
0825468a-00b1-4de5-9fe0-17e03fa5c8f3,0,0,3,0,0,0,0,5,0,0,0,8
085b6710-eaee-486a-8f23-d1e54be37910,1,0,7,1,0,0,0,0,0,0,0,9
086019f5-8248-4be8-a599-0946288be946,0,0,4,0,0,0,0,1,0,0,0,5
0863ba49-9535-4164-ba4d-a6b09be7f81f,2,0,2,0,0,0,0,0,0,0,0,4
08668605-024b-4c34-ae34-c55d36c971e6,0,0,1,0,0,0,0,1,0,0,0,2
086a8d93-2e3c-453c-9803-7d53193994d1,0,0,2,0,0,0,0,2,0,0,0,4
086e6bb5-0df9-4098-a769-05a950d0b5c3,3,0,0,1,0,0,0,1,0,0,0,5
087dc736-b016-474c-b7b0-037569c53c05,9,0,20,5,1,1,0,9,0,0,0,45
087ebbb4-82ad-4a44-b2fb-b9ffe8514c37,1,2,1,2,0,0,0,5,0,0,1,12
087f2ada-aea6-48d8-8df6-70c2d2ad5f9e,5,0,0,3,0,0,0,0,0,0,3,11
08b2f0c9-bc03-4e96-b653-7ab56cf0b54c,0,0,1,0,0,0,0,0,0,0,9,10
08bd3569-eec7-4514-b61e-0b2e96851793,1,0,0,0,0,0,0,0,0,0,1,2
08ccb60a-37e7-41a3-8f9d-99670a749268,0,0,0,0,0,1,0,1,0,0,0,2
08dbf87d-a229-4713-acf3-2bca14cebd59,0,0,0,0,0,0,0,0,0,0,3,3
08eebf23-c55b-4c38-8ff8-c7b729dfd0fd,0,0,0,0,0,0,0,0,0,0,1,1
08f127f6-f832-4418-8ac7-3b727d5f0dc2,3,0,0,3,0,0,0,1,0,0,0,7
0903866f-7f47-407a-9ff2-9a408e8915ce,0,0,0,0,0,0,0,0,0,0,0,1
09049bad-6a21-4567-8cb2-5ec8fd6d564c,3,0,4,1,0,0,0,2,0,0,4,14
090adaf9-4139-4713-8ec3-c4e8ba9bc4fb,0,0,1,0,0,0,0,1,0,0,0,2
090d24cd-4120-421e-84d7-620eb1786ee5,0,3,5,3,0,0,0,3,0,0,0,14
091b43d2-5e6c-478d-baeb-9a2c228e5241,16,1,4,4,2,0,0,2,0,0,10,39
09201481-7fb1-4da4-9d9f-056966a34e3d,0,0,3,1,0,0,0,0,0,0,1,5
092df99a-061e-4846-a390-edaa1098c717,3,0,0,1,0,0,0,0,0,0,2,6
093da667-b41d-4712-8026-e7b0f346ed05,4,1,3,4,0,0,0,2,0,0,21,35
0945a081-5891-40ae-8631-c8a5d2bacd16,0,1,0,0,0,0,0,0,0,0,0,1
094d82af-20ff-4555-be53-c51633c9972f,0,0,0,0,0,0,0,0,0,0,0,1
094f508e-52a5-47b2-925e-a60fc4080d8e,0,0,3,3,0,0,0,0,0,0,0,6
0955d48c-6596-4736-9098-b93bd42e3561,11,1,1,1,0,0,0,5,0,0,5,24
0962ae08-bf9f-4b25-b030-d708bb2dd620,0,0,0,0,0,0,0,0,0,0,1,1
096354a1-f551-4b20-b988-60ee04da1a0e,0,0,0,0,0,0,0,1,0,0,0,1
09793bac-1c23-4c38-9052-b40dee851d2d,1,0,0,0,0,0,0,0,0,0,1,2
09895b3b-4155-4fa1-a534-124fe657fd85,0,0,1,0,0,0,0,0,0,0,1,2
098bb196-c3e4-47c0-92ac-e9cef63d4e7e,0,1,2,3,0,0,0,1,0,0,0,7
099bc8c2-be38-42cc-87cd-896b61d13ad7,1,1,1,1,0,0,0,1,0,0,10,15
099e20be-77a6-4d4f-b81b-32d6a7e51047,0,0,5,1,0,0,0,0,0,0,0,6
09a02425-39be-45b7-a69d-f394a16e9e6b,0,1,9,1,0,0,0,2,0,0,0,13
09a5c859-c4e9-41c2-801b-31c39098b27f,0,0,2,0,0,0,0,0,0,0,0,2
09a6043c-5f26-47cb-8d85-0faf9b5dc46a,1,0,2,0,0,0,0,1,0,0,0,4
09a99bd1-fc69-4569-b653-e4bc73fe1153,0,0,0,0,0,0,0,3,0,0,0,3
09ad08fb-8f9e-4643-b633-181138cffd27,0,0,2,0,0,0,0,0,0,0,0,2
09b1e520-a629-4738-987e-64afa21ccf91,1,0,2,0,0,0,0,5,0,1,0,9
09ba7072-7304-4fb0-a22a-87465f68eb73,0,0,1,0,0,0,0,1,0,0,0,2
09bfe2cd-6a87-41c5-8099-682ff1ee0e6d,0,0,1,0,0,0,0,2,0,0,0,3
09c0c88e-b84d-4652-8f87-ff7af6a31824,0,0,6,0,0,0,0,3,0,0,0,9
09cf68a3-f81f-4c48-abc8-9b2c5f6d46a3,0,0,0,0,0,0,0,1,0,0,0,1
09f8c581-e6d7-4d51-81c7-311e9d389b46,0,0,0,0,0,0,0,0,0,0,4,4
0a0790e5-f854-40c0-aab5-dcc861b02496,2,0,10,1,0,0,0,8,0,0,2,23
0a0d7cdc-4dac-4cc3-93af-9b7a3303d107,0,0,0,0,0,0,0,1,0,0,0,1
0a111c9e-cdb6-4941-ab8d-a6e3cfc91322,9,0,3,1,0,0,0,3,0,0,6,22
0a13d97b-0569-4fee-910b-95d0a9981c46,0,0,1,0,0,0,0,0,0,0,0,1
0a1a3062-0c99-4ff2-8ba7-100635bd694a,0,0,0,0,0,0,0,0,0,0,2,2
0a26ffe6-9ec2-484d-9bfd-33e117975b73,0,0,0,0,0,0,0,1,0,0,0,1
0a272a04-5356-468c-8725-0c69618c400d,4,0,0,0,0,0,0,1,0,0,0,5
0a2b562a-3eb1-433b-b112-d5d51412b626,0,0,5,1,0,0,0,0,0,0,0,6
0a524af5-9df9-458d-9e7f-a09b5227b23b,0,0,1,0,0,0,0,0,0,0,0,1
0a5b8690-f3aa-488a-9f06-892191caec15,7,0,1,1,0,0,0,1,0,0,0,10
0a5e2410-a062-483f-811c-44979ebbe820,5,0,1,0,1,0,0,0,0,0,6,13
0a876dae-cbe9-474b-8601-2190ff83dcc5,0,0,1,0,0,0,0,0,0,0,0,1
0a8a498e-ea90-4d06-8c32-4fb4073d4773,15,2,3,3,0,0,0,1,0,0,9,33
0a90c045-7577-43a0-a4ec-0d45caa6fa0c,0,0,0,0,0,0,0,0,0,0,4,4
0a9158d1-de2d-4d31-9f53-e5c3400d3af6,1,2,1,1,0,0,0,0,0,0,4,9
0a9bfef8-1502-47f4-a180-2e1d2668c9d3,0,1,0,0,0,0,0,0,0,0,1,2
0a9e8079-1f44-4af9-b323-d75ddebbef7e,0,0,1,0,0,0,0,0,0,0,0,1
0aa10d53-9f08-4c41-9a5d-96ae5cf80adb,0,0,1,0,0,0,0,0,0,0,0,1
0ab164da-d86d-4501-9a35-49c36678e267,5,0,2,1,0,0,0,0,0,0,0,8
0ac3d73c-cce1-4782-af74-d114d2c387e8,2,0,2,0,0,0,0,7,0,0,0,11
0aefd212-8750-41ab-93f4-74a2b512ffde,0,0,0,0,0,0,0,1,0,0,0,1
0af431a1-b371-4c3d-9399-aa9ef067865e,1,0,0,0,0,0,0,0,0,0,0,1
0afee7a2-904c-484c-97bd-1e32a46bb2dc,2,0,2,0,0,0,0,0,0,0,0,4
0b105c4b-f052-4709-b50a-e1c87af561c6,0,1,1,0,0,0,0,1,0,0,2,5
0b11334f-acb9-4307-af8d-8979fc19ce77,1,0,2,0,0,0,0,0,0,0,2,5
0b299310-be8b-4728-99df-a94daf6fe068,0,0,4,0,0,0,0,0,0,0,7,11
0b307efe-6200-4ff4-b9da-af9a35a3521d,0,1,1,0,0,0,0,0,0,0,14,16
0b3b76e0-ff90-48d2-9efa-86e2f058c754,3,0,0,0,0,0,0,1,0,0,0,4
0b3daf89-4be5-43c9-b91b-de1a343bbf96,0,0,1,0,0,0,0,0,0,0,0,1
0b42dc6b-1d86-4426-81f3-f5a2559d20fd,0,0,1,0,0,0,0,4,0,0,0,5
0b4940c6-5a1d-44e8-a8b6-ee3793ddc85f,0,0,7,0,0,0,0,6,0,0,0,13
0b5090f1-720b-4e16-ba92-bd5ec7b9b8a8,0,0,1,1,0,0,0,0,0,0,2,4
0b5342fc-553a-4163-902a-0567c34b2429,0,0,4,0,0,0,0,0,0,0,0,4
0b717452-cec9-457e-9939-762f4c02371c,0,0,1,1,0,0,0,3,0,0,2,7
0b726b6c-1b06-40e7-8dfc-21de074b6761,0,0,1,0,0,0,0,0,0,0,0,1
0b7f4ab5-e408-40cd-bf3a-68f435f0676e,0,0,0,0,0,0,0,0,0,0,0,1
0b89608f-2dd2-488c-8db5-58a74336f1b0,1,0,7,0,2,1,0,4,0,0,6,21
0b898c26-3412-4ba5-a575-0902a84603b3,0,0,1,0,0,0,0,2,0,0,0,3
0b92722b-5f31-47c1-8db2-978394297dcc,0,0,7,4,0,0,0,2,0,0,0,13
0ba1e834-3cea-414e-9eaf-0f6d1a82f4dc,1,0,1,1,0,0,0,1,0,0,0,4
0ba87cc5-ec43-466e-8b48-f549dcd4b048,0,0,0,1,0,0,0,0,0,0,0,1
0bb32449-4384-4baa-853e-25d42265af02,0,0,0,0,0,0,0,0,0,0,1,1
0bb6e48f-b5cb-48cb-8ced-4a43edd0b625,1,2,16,0,2,0,0,15,0,0,2,38
0bb6e639-33c0-459b-ad5d-302884889fec,0,1,1,1,1,0,0,3,0,0,1,8
